fiscal_year,cip_number,cip_year_id,project_title,location,project_desc,FY,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,budget_amt,total_amt,source,source_code,source_name,bureau_program,bureau_name,contract_number,has_prior_appropriation,has_prior_request,request_year_min,request_year_max,request_year_list,n_request_year,request_year_range,budget_year_min,budget_year_max,n_budget_year
2022,117-041,117-041_2022,Citywide Agencies Network Cabling and Wiring Upgrade,Baltimore City - waiver attached,Replace and upgrade citywide agencies' network cabling and wiring.,FY2022,Source,0,1950000,0,650000,650000,650000,650000,2600000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2020,2022,,3,3,2020,2022,3
2022,117-041,117-041_2022,Citywide Agencies Network Cabling and Wiring Upgrade,Baltimore City - waiver attached,Replace and upgrade citywide agencies' network cabling and wiring.,FY2022,Total,0,1950000,850000,650000,650000,650000,650000,2600000,NA,NA,NA,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2020,2022,,3,3,2020,2022,3
2022,117-046,117-046_2022,Citywide Data Center Fiber Divergence,Baltimore City - waiver attached,Build offsite secondary backup capabilities for critical systems,FY2022,Source,0,0,1675000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,TRUE,2020,2022,,3,3,2020,2022,3
2022,117-046,117-046_2022,Citywide Data Center Fiber Divergence,Baltimore City - waiver attached,Build offsite secondary backup capabilities for critical systems,FY2022,Source,0,1000000,0,1475000,1475000,1475000,1475000,2475000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2020,2022,,3,3,2020,2022,3
2022,117-046,117-046_2022,Citywide Data Center Fiber Divergence,Baltimore City - waiver attached,Build offsite secondary backup capabilities for critical systems,FY2022,Total,0,1000000,1675000,1475000,1475000,1475000,1475000,2475000,NA,NA,NA,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2020,2022,,3,3,2020,2022,3
2022,117-048,117-048_2022,"Replace Unmanaged Network Hubs, Cables and Switches",Baltimore City - waiver attached,"Removal and replacement of unmanaged network hubs, cables and switches.",FY2022,Source,0,100000,650000,0,0,0,0,100000,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2021,2023,,3,3,2021,2023,3
2022,117-048,117-048_2022,"Replace Unmanaged Network Hubs, Cables and Switches",Baltimore City - waiver attached,"Removal and replacement of unmanaged network hubs, cables and switches.",FY2022,Source,0,2250000,0,500000,500000,500000,500000,2750000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2021,2023,,3,3,2021,2023,3
2022,117-048,117-048_2022,"Replace Unmanaged Network Hubs, Cables and Switches",Baltimore City - waiver attached,"Removal and replacement of unmanaged network hubs, cables and switches.",FY2022,Total,0,2350000,650000,500000,500000,500000,500000,2850000,NA,NA,NA,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2021,2023,,3,3,2021,2023,3
2022,117-054,117-054_2022,Remediation of End of Life Systems,Baltimore City - waiver attached,Remediate End-of-Support Systems (EOS for Windows Servers),FY2022,Source,0,750000,400000,0,0,0,0,750000,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2021,2022,,2,2,2021,2022,2
2022,117-054,117-054_2022,Remediation of End of Life Systems,Baltimore City - waiver attached,Remediate End-of-Support Systems (EOS for Windows Servers),FY2022,Source,0,2000000,0,400000,400000,400000,400000,2400000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2021,2022,,2,2,2021,2022,2
2022,117-054,117-054_2022,Remediation of End of Life Systems,Baltimore City - waiver attached,Remediate End-of-Support Systems (EOS for Windows Servers),FY2022,Total,0,2750000,400000,400000,400000,400000,400000,3150000,NA,NA,NA,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2021,2022,,2,2,2021,2022,2
2022,117-055,117-055_2022,T1 Migration to Ethernet,Baltimore City - waiver attached,"Migrate existing T1 connection circuits to City owned fiber circuits for better and more cost effective radio service and coverage for 911 communications, police and fire emergency dispatch services.",FY2022,Source,0,0,475000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-055,117-055_2022,T1 Migration to Ethernet,Baltimore City - waiver attached,"Migrate existing T1 connection circuits to City owned fiber circuits for better and more cost effective radio service and coverage for 911 communications, police and fire emergency dispatch services.",FY2022,Source,0,0,0,450000,450000,450000,450000,450000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-055,117-055_2022,T1 Migration to Ethernet,Baltimore City - waiver attached,"Migrate existing T1 connection circuits to City owned fiber circuits for better and more cost effective radio service and coverage for 911 communications, police and fire emergency dispatch services.",FY2022,Total,0,0,475000,450000,450000,450000,450000,450000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-057,117-057_2022,Replace End-of-Support (EOS) Network Phase 2,Baltimore City - waiver attached,Replace end-of-support (EOS) Network Equipment Phase 2.,FY2022,Source,0,0,400000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-057,117-057_2022,Replace End-of-Support (EOS) Network Phase 2,Baltimore City - waiver attached,Replace end-of-support (EOS) Network Equipment Phase 2.,FY2022,Source,0,0,0,375000,375000,375000,375000,375000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-057,117-057_2022,Replace End-of-Support (EOS) Network Phase 2,Baltimore City - waiver attached,Replace end-of-support (EOS) Network Equipment Phase 2.,FY2022,Total,0,0,400000,375000,375000,375000,375000,375000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-058,117-058_2022,Broadband Connectivity for Public Housing Development,Select properties owned by the Housing Authority of Baltimore City (see attached),BCIT will establish the initial infrastructure necessary to deploy city fiber at public housing sites for the provision of free internet to HABC residents.,FY2022,Source,0,0,1000000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-058,117-058_2022,Broadband Connectivity for Public Housing Development,Select properties owned by the Housing Authority of Baltimore City (see attached),BCIT will establish the initial infrastructure necessary to deploy city fiber at public housing sites for the provision of free internet to HABC residents.,FY2022,Source,0,0,0,1000000,1000000,1000000,1000000,1000000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-058,117-058_2022,Broadband Connectivity for Public Housing Development,Select properties owned by the Housing Authority of Baltimore City (see attached),BCIT will establish the initial infrastructure necessary to deploy city fiber at public housing sites for the provision of free internet to HABC residents.,FY2022,Total,0,0,1000000,1000000,1000000,1000000,1000000,1000000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-059,117-059_2022,Application Integration Upgrade,Baltimore City - waiver attached,"Upgrade and improve the accuracy, completeness and security of data passing to and from applications like Salesforce, CHIP, and CityWorks, WorkDay, and other applications.",FY2022,Source,0,0,500000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2024,,3,3,2022,2024,3
2022,117-059,117-059_2022,Application Integration Upgrade,Baltimore City - waiver attached,"Upgrade and improve the accuracy, completeness and security of data passing to and from applications like Salesforce, CHIP, and CityWorks, WorkDay, and other applications.",FY2022,Source,0,0,0,400000,400000,400000,400000,400000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2024,,3,3,2022,2024,3
2022,117-059,117-059_2022,Application Integration Upgrade,Baltimore City - waiver attached,"Upgrade and improve the accuracy, completeness and security of data passing to and from applications like Salesforce, CHIP, and CityWorks, WorkDay, and other applications.",FY2022,Total,0,0,500000,400000,400000,400000,400000,400000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2024,,3,3,2022,2024,3
2022,117-060,117-060_2022,Upgrade Baltimore City's Resident Web Access,Baltimore City - waiver attached,Upgrade Baltimore City resident-facing web assets in order to improve the user experience of citizens who interact with the city electronically.,FY2022,Source,0,0,700000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-060,117-060_2022,Upgrade Baltimore City's Resident Web Access,Baltimore City - waiver attached,Upgrade Baltimore City resident-facing web assets in order to improve the user experience of citizens who interact with the city electronically.,FY2022,Source,0,0,0,675000,675000,675000,675000,675000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-060,117-060_2022,Upgrade Baltimore City's Resident Web Access,Baltimore City - waiver attached,Upgrade Baltimore City resident-facing web assets in order to improve the user experience of citizens who interact with the city electronically.,FY2022,Total,0,0,700000,675000,675000,675000,675000,675000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-061,117-061_2022,Upgrade Mainframe Components to Modern and Flexible Computing Platforms,Baltimore City - waiver attached,"Upgrade and replace functional components of the Mainframe (i.e. Payments, Lien, tax etc.) to a more flexible platforms.",FY2022,Source,0,0,500000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-061,117-061_2022,Upgrade Mainframe Components to Modern and Flexible Computing Platforms,Baltimore City - waiver attached,"Upgrade and replace functional components of the Mainframe (i.e. Payments, Lien, tax etc.) to a more flexible platforms.",FY2022,Source,0,0,0,300000,300000,300000,300000,300000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-061,117-061_2022,Upgrade Mainframe Components to Modern and Flexible Computing Platforms,Baltimore City - waiver attached,"Upgrade and replace functional components of the Mainframe (i.e. Payments, Lien, tax etc.) to a more flexible platforms.",FY2022,Total,0,0,500000,300000,300000,300000,300000,300000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2023,,2,2,2022,2023,2
2022,117-062,117-062_2022,Upgrade Network Management Software,Baltimore City - waiver attached,Purchase and install OpenGear OOB Network (non-core network equip) management software,FY2022,Source,0,0,400000,0,0,0,0,0,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-062,117-062_2022,Upgrade Network Management Software,Baltimore City - waiver attached,Purchase and install OpenGear OOB Network (non-core network equip) management software,FY2022,Source,0,0,0,375000,375000,375000,375000,375000,200   General Funds,200,General Funds,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2022,117-062,117-062_2022,Upgrade Network Management Software,Baltimore City - waiver attached,Purchase and install OpenGear OOB Network (non-core network equip) management software,FY2022,Total,0,0,400000,375000,375000,375000,375000,375000,NA,NA,NA,117,Baltimore City Office of Infor,NA,FALSE,FALSE,2022,2022,,1,1,2022,2022,1
2021,117-019,117-019_2021,City Wide Agencies Switches Upgrade,Baltimore City,"Refresh network switches no longer vendor supported.  Switches provide end user access to Citi-Watch, e-mail and all other internet services and applications.",FY2021,Source,0,650000,600000,0,0,0,0,650000,100   General Obligation Bonds,100,General Obligation Bonds,117,Baltimore City Office of Infor,NA,TRUE,TRUE,2019,2021,,3,3,2019,2021,3
