fiscal_year,cip_number,cip_year_id,filename,project_title,location,project_desc,amt_type,operating_impact_amt,appropriated_amt,agency_amt,planning_amt,bof_amt,boe_amt,bureau_program,bureau_name,contract_number
2024,127-143,127-143_2024,FY24-29 Capital Budget OOE 8.11.23.xls,National Aquarium Critical Infrastructure Upgrades,501 E Pratt St,"Mitigate deteriorated and collapsed drainage lines, concrete spalling, and other critical infrastructure safety issues.",Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2024,127-146,127-146_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Walters Art Museum Facilities,10 W Centre St. a 1 Mount Vernon Place,"Create nursing facilities, gender neutral restrooms, and family restroom.",Total,0,0,75000,75000,75000,75000,127,Mayoralty-Related,NA
2024,127-148,127-148_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Eager Park Infrastructure,Eager Park,Improve right of way and other spaces in Eager Park as part of East Baltimore Development Inc.(EBDI) redevelopment project.,Total,0,0,1010000,0,0,0,127,Mayoralty-Related,NA
2024,127-153,127-153_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Public Market Improvements,TBD,Improvements to designated public markets as specified by the State.,Total,0,0,0,1500000,1500000,1500000,127,Mayoralty-Related,NA
2024,127-154,127-154_2024,FY24-29 Capital Budget OOE 8.11.23.xls,Pier Six Pavilion Infrastructure Improvements,Pier Six,The State of Maryland allocated funding for infrastructure improvements to Pier Six Pavilion.,Total,0,0,0,0,0,500000,127,Mayoralty-Related,NA
2023,127-043,127-043_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Baltimore Museum of Art Fire Suppression and Related Improvements,10 Art Museum Drive,"Fire suppression and related facility improvements to increase public safety and meet current code regulations. The multi-year project includes sprinklers, roof replacements, improved lighting systems, and an upgraded HVAC system.",Total,0,0,200000,200000,200000,200000,127,Mayoralty-Related,NA
2023,127-071,127-071_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Peale Center Interior Renovations,225 Holliday St,Renovate interior spaces to allow for full public use and occupancy of building.,Total,0,100000,100000,100000,100000,100000,127,Mayoralty-Related,NA
2023,127-093,127-093_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,"Le Mondo Stabilization, Facade, and Envelope Repair",408-412 North Howard St.,Complete stabilization work and full façade and envelope work on two buildings to create an artist-owned arts and entertainment hub.,Total,0,50000,50000,50000,50000,50000,127,Mayoralty-Related,NA
2023,127-096,127-096_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,USS Contellation Critical Dry Docking,Baltimore Inner Harbor,Caulk the USS Constellation's original hull planking and repair topside planking during critical dry docking.,Total,0,100000,100000,100000,100000,100000,127,Mayoralty-Related,NA
2023,127-098,127-098_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Maryland Center for History and Culture Campus Enhancements,201 W. Monument Street,"Renovate and upgrade building systems in the Thomas and Hugg Building to create a new learning lab, virtual field trip space, and office space.",Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2023,127-099,127-099_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Maryland Zoo in Baltimore Accessibility Improvements,Maryland Zoo in Baltimore,"Construct handrails and foot rails at key points in Polar Bear Watch, Maryland Wilderness and African Journey to make guest pathways more ADA accessible.",Total,0,0,165000,165000,165000,165000,127,Mayoralty-Related,NA
2023,127-105,127-105_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Reginald F. Lewis Facility Improvements,830 East Pratt Street,"Upgrade essential facilities, including building security system, fire panel, alarm system, and HVAC.",Total,0,0,115000,115000,115000,115000,127,Mayoralty-Related,NA
2023,127-106,127-106_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,The Creative Alliance - Patterson Improvements,3134 Eastern Ave,"Conduct structural repairs of classrooms, marquee, and theater at the Patterson.",Total,0,0,75000,75000,75000,75000,127,Mayoralty-Related,NA
2023,127-110,127-110_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Baltimore National Heritage Area FY22 Small Capital Grant Program,Baltimore National Heritage Area Boundary,Provide small capital grants for heritage tourism capital projects in order to make sites more visitor-ready and friendly.,Total,0,100000,100000,100000,100000,100000,127,Mayoralty-Related,NA
2023,127-113,127-113_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Penn Station Redevelopment,Penn Station,"Acquisition, planning, design, construction, repair, renovation, reconstruction, site improvement, and capital equipping of the Baltimore Penn Station Redevelopment.",Total,0,0,0,0,0,5000000,127,Mayoralty-Related,NA
2023,127-116,127-116_2023,FY23-28 Capital Budget - OOE 7.5.22.xls,Broadband for Public Housing sites,Various,Build out the City's fiber optic network infrastructure necessary to provide internet service in public housing developments and free WiFi service in community gathering spaces throughout underserved neighborhoods.,Total,0,0,0,0,0,5750000,127,Mayoralty-Related,NA
2022,127-021,127-021_2022,FY22 Capital Budget.xls,INSPIRE Plan Implementation,"¼-mile around the following schools: Mary Rodman, Medfield Heights, Walter P Carter, Govans, Harford Heights, Cross Country, Robert Coleman, James Mosher, Calverton, Northwood, Highlandtown 237, Montebello, Commodore John Rogers","Replace broken sidewalks and plant trees to create a safer walking experience to 21st Century Schools. In addition, implement community projects, such as community gardens and placemaking projects, in neighborhoods surrounding each school.",Total,0,11003000,500000,500000,500000,500000,127,Mayoralty-Related,NA
2022,127-063,127-063_2022,FY22 Capital Budget.xls,Maryland Science Center Kids Room Exhibit Elevator,601 Light St.,Modernize and upgrade passenger elevator to the Kids Room exhibit.,Total,0,0,75000,75000,75000,75000,127,Mayoralty-Related,NA
2022,127-070,127-070_2022,FY22 Capital Budget.xls,National Aquarium Glass Pyramid Repair,501 E Pratt St,Repair two original glass pyramids and upgrade HVAC system in Rainforest exhibit space.,Total,0,0,200000,200000,200000,200000,127,Mayoralty-Related,NA
2022,127-071,127-071_2022,FY22 Capital Budget.xls,Peale Center Interior Renovations,225 Holliday St,Renovate interior spaces to allow for full public use and occupancy of building.,Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2022,127-091,127-091_2022,FY22 Capital Budget.xls,Middle Branch Master Plan,Middle Branch,"The Middle Branch Master Plan will guide development of parks, trails and adjacent land uses on 11-miles of waterfront, connecting Brooklyn, Cherry Hill, Westport, Ridgely’s Cove, Spring Garden, Port Covington & other neighborhoods in South Baltimore.",Total,0,0,0,500000,500000,500000,127,Mayoralty-Related,NA
2022,127-092,127-092_2022,FY22 Capital Budget.xls,Eubie Blake Center Fire Suppression and Related Improvements,"847 N. Howard Street. Baltimore, MD 21201","Make fire suppression and related facility improvements to increase public safety, meet current regulations, reduce energy consumption, and ensure ADA accessibility compliance.",Total,0,0,180000,180000,180000,180000,127,Mayoralty-Related,NA
2022,127-093,127-093_2022,FY22 Capital Budget.xls,"Le Mondo Stabilization, Facade, and Envelope Repair",408-412 North Howard St.,Complete stabilization work and full façade and envelope work on two buildings to create an artist-owned arts and entertainment hub.,Total,0,0,50000,50000,50000,50000,127,Mayoralty-Related,NA
2022,127-096,127-096_2022,FY22 Capital Budget.xls,USS Contellation Critical Dry Docking,Baltimore Inner Harbor,Caulk the USS Constellation's original hull planking and repair topside planking during critical dry docking.,Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2022,127-097,127-097_2022,FY22 Capital Budget.xls,Strand Theater HVAC Upgrade,5426 Harford Rd.,Install new HVAC system on lower level of facility to allow for expanded use of the space.,Total,0,0,50000,50000,50000,50000,127,Mayoralty-Related,NA
2022,127-101,127-101_2022,FY22 Capital Budget.xls,American Visionary Art Museum Electric Switchgear Replacement,800 Key Highway,Replace the electric switchgear that provides power to the main building.,Total,0,0,90000,90000,90000,90000,127,Mayoralty-Related,NA
2022,127-102,127-102_2022,FY22 Capital Budget.xls,Baltimore Museum of Industry Elevator Repair,1415 Key Highway,Repair elevator to archival research center to improve accessibility for visitors.,Total,0,0,50000,50000,50000,50000,127,Mayoralty-Related,NA
2022,127-104,127-104_2022,FY22 Capital Budget.xls,East Baltimore Historical Library,2122-26 Ashland Avenue,Implement capital improvements at the new East Baltimore Historical Library.,Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2022,127-107,127-107_2022,FY22 Capital Budget.xls,Baltimore Center Stage Public Restroom Renovation,700 N Calvert St,Remodel public restrooms from gender-assigned to gender-neutral.,Total,0,0,50000,50000,50000,50000,127,Mayoralty-Related,NA
2022,127-108,127-108_2022,FY22 Capital Budget.xls,Star-Spangled Banner Flag House Wall Reconstruction and Survey,844 E. Pratt St.,Restore a historic city-owned brick wall that is at risk of collapse and perform an associated archaeological survey mandated by the Maryland Historical Trust with potential to improve equity of museum interpretation.,Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2022,127-109,127-109_2022,FY22 Capital Budget.xls,Walters Art Museum Roof Replacement,10 West Centre Street,Replace roof at end of its service life and reseal skylights on the museum's Centre Street building.,Total,0,0,150000,150000,150000,150000,127,Mayoralty-Related,NA
2022,127-110,127-110_2022,FY22 Capital Budget.xls,Baltimore National Heritage Area FY22 Small Capital Grant Program,Baltimore National Heritage Area Boundary,Provide small capital grants for heritage tourism capital projects in order to make sites more visitor-ready and friendly.,Total,0,0,100000,100000,100000,100000,127,Mayoralty-Related,NA
2022,127-112,127-112_2022,FY22 Capital Budget.xls,MOHS Shelter Improvements,TBD,Renovate buildings to accommodate and serve individuals experiencing homelessness.,Total,0,0,4000000,900000,900000,900000,127,Mayoralty-Related,NA
2022,127-113,127-113_2022,FY22 Capital Budget.xls,Penn Station redevelopment,Penn Station,"Acquisition, planning, design, construction, repair, renovation, reconstruction, site improvement, and capital equipping of the Baltimore Penn Station Redevelopment.",Total,0,0,0,0,0,4000000,127,Mayoralty-Related,NA
2022,127-114,127-114_2022,FY22 Capital Budget.xls,Waverly Community greenspace,Block & lot 4053 095,"Acquisition, planning, design, construction, repair, renovation, reconstruction, site improvement, and capital equipping of a community greenspace in the Waverly Community.",Total,0,0,0,0,0,250000,127,Mayoralty-Related,NA
2021,127-020,127-020_2021,FY21 Capital Budget.xls,B & O Restoring America's First Mile of Railroad,"B&O Railroad Museum, 901 W Pratt",Repair and restore the railroad bridge over Carey Street and the retaining wall that is situated adjacent to the Southwest Charter School to link the museum and Mt Clare museum house.,Total,0,200000,50000,50000,50000,50000,127,Mayoralty-Related,NA
2021,127-021,127-021_2021,FY21 Capital Budget.xls,INSPIRE Plan Implementation,"¼-mile around the following schools: Mary Rodman, Medfield Heights, Walter P Carter, Govans, Harford Heights, Cross Country, Robert Coleman, James Mosher, Calverton, Northwood, Highlandtown 237, Montebello, Commodore John Rogers","Replace broken sidewalks and plant trees to create a safer walking experience to 21st Century Schools. In addition, implement community projects, such as community gardens and placemaking projects, in neighborhoods surrounding each school.",Total,0,10833000,1750000,187000,187000,170000,127,Mayoralty-Related,NA
